Quantidade | Indice
3          | 51601
3          | 51603
3          | 51656
3          | 51682
3          | 51688
3          | 51714
3          | 51730
3          | 51788
3          | 51821
3          | 51834
3          | 51840
3          | 51846
3          | 51852
3          | 51868
3          | 51879
3          | 51914
3          | 51946
3          | 51960
3          | 51967
3          | 51979
3          | 52017
3          | 52098
3          | 52126
3          | 52160
3          | 52194
3          | 52220
3          | 52244
3          | 52279
3          | 52328
3          | 52331
3          | 52390
3          | 52413
3          | 52459
3          | 52460
3          | 52485
3          | 52504
3          | 52523
3          | 52529
3          | 52593
3          | 52618
3          | 52644
3          | 52655
3          | 52664
3          | 52678
3          | 52725
3          | 52735
3          | 52757
3          | 52768
3          | 52850
3          | 52884
3          | 52886
3          | 52900
3          | 52934
3          | 52948
3          | 52954
3          | 53007
3          | 53062
3          | 53086
3          | 53127
3          | 53177
3          | 53190
3          | 53196
3          | 53269
3          | 53291
3          | 53295
3          | 53305
3          | 53350
3          | 53354
3          | 53356
3          | 53358
3          | 53409
3          | 53420
3          | 53471
3          | 53505
3          | 53512
3          | 53544
3          | 53590
3          | 53635
3          | 53707
3          | 53720
3          | 53800
3          | 53850
3          | 53872
3          | 53886
3          | 53902
3          | 53951
3          | 53989
3          | 54007
3          | 54037
3          | 54087
3          | 54150
3          | 54180
3          | 54191
3          | 54303
3          | 54438
3          | 54453
3          | 54460
3          | 54461
3          | 54487
3          | 54490
3          | 54501
3          | 54513
3          | 54547
3          | 54549
3          | 54616
3          | 54671
3          | 54673
3          | 54674
3          | 54678
3          | 54705
3          | 54722
3          | 54730
3          | 54731
3          | 54740
3          | 54751
3          | 54831
3          | 54835
3          | 54848
3          | 54850
3          | 54864
3          | 54892
3          | 54902
3          | 54936
3          | 54971
3          | 54973
3          | 55014
3          | 55020
3          | 55025
3          | 55044
3          | 55087
3          | 55108
3          | 55119
3          | 55135
3          | 55146
3          | 55150
3          | 55194
3          | 55286
3          | 55305
3          | 55314
3          | 55327
3          | 55385
3          | 55399
3          | 55417
3          | 55423
3          | 55473
3          | 55484
3          | 55488
3          | 55525
3          | 55538
3          | 55577
3          | 55593
3          | 55685
3          | 55687
3          | 55702
3          | 55709
3          | 55711
3          | 55712
3          | 55719
3          | 55721
3          | 55726
3          | 55731
3          | 55734
3          | 55772
3          | 55815
3          | 55828
3          | 55874
3          | 55893
3          | 55927
3          | 55947
3          | 55950
3          | 55979
3          | 55989
3          | 55994
3          | 56030
3          | 56080
3          | 56097
3          | 56098
3          | 56116
3          | 56150
3          | 56157
3          | 56168
3          | 56310
3          | 56323
3          | 56349
3          | 56374
3          | 56387
3          | 56407
3          | 56414
3          | 56419
3          | 56453
3          | 56456
3          | 56473
3          | 56475
3          | 56480
3          | 56517
3          | 56533
3          | 56559
3          | 56606
3          | 56612
3          | 56624
3          | 56626
3          | 56637
3          | 56654
3          | 56685
3          | 56690
3          | 56697
3          | 56703
3          | 56721
3          | 56757
3          | 56764
3          | 56769
3          | 56802
3          | 56813
3          | 56818
3          | 56828
3          | 56842
3          | 56945
3          | 56946
3          | 56963
3          | 56972
3          | 56983
3          | 56986
3          | 57022
3          | 57037
3          | 57058
3          | 57066
3          | 57069
3          | 57071
3          | 57075
3          | 57083
3          | 57109
3          | 57114
3          | 57122
3          | 57139
3          | 57140
3          | 57141
3          | 57142
3          | 57146
3          | 57169
3          | 57188
3          | 57233
3          | 57234
3          | 57237
3          | 57249
3          | 57268
3          | 57273
3          | 57276
3          | 57278
3          | 57290
3          | 57301
3          | 57331
3          | 57392
3          | 57393
3          | 57456
3          | 57466
3          | 57476
3          | 57483
3          | 57519
3          | 57525
3          | 57532
3          | 57581
3          | 57637
3          | 57639
3          | 57648
3          | 57651
3          | 57658
3          | 57669
3          | 57677
3          | 57678
3          | 57698
3          | 57709
3          | 57728
3          | 57741
3          | 57750
3          | 57782
3          | 57817
3          | 57819
3          | 57820
3          | 57837
3          | 57838
3          | 57857
3          | 57876
3          | 57889
3          | 57894
3          | 57896
3          | 57928
3          | 57948
3          | 57991
3          | 57992
3          | 57995
3          | 57997
3          | 57998
3          | 58003
3          | 58005
3          | 58013
3          | 58034
3          | 58036
3          | 58038
3          | 58077
3          | 58079
3          | 58083
3          | 58122
3          | 58131
3          | 58134
3          | 58189
3          | 58232
3          | 58244
3          | 58250
3          | 58274
3          | 58283
3          | 58293
3          | 58296
3          | 58298
3          | 58309
3          | 58321
3          | 58338
3          | 58352
3          | 58388
3          | 58412
3          | 58433
3          | 58447
3          | 58454
3          | 58458
3          | 58463
3          | 58536
3          | 58559
3          | 58565
3          | 58569
3          | 58596
3          | 58604
3          | 58633
3          | 58645
3          | 58661
3          | 58662
3          | 58682
3          | 58689
3          | 58690
3          | 58717
3          | 58718
3          | 58747
3          | 58817
3          | 58818
3          | 58848
3          | 58862
3          | 58911
3          | 58915
3          | 58932
3          | 58966
3          | 58974
3          | 58996
3          | 59019
3          | 59058
3          | 59082
3          | 59091
3          | 59162
3          | 59217
3          | 59226
3          | 59250
3          | 59254
3          | 59261
3          | 59286
3          | 59349
3          | 59412
3          | 59444
3          | 59456
3          | 59484
3          | 59534
3          | 59625
3          | 59643
3          | 59678
3          | 59715
3          | 59769
3          | 59802
3          | 59808
3          | 59821
3          | 59842
3          | 59869
3          | 59939
3          | 59974
